gis_id,NAME,population_total_val,children_u18_in_poverty_2007,children_u18_in_poverty_2010,children_u18_in_poverty_2014,children_u18_in_poverty_delta_07_14,children_u18_in_poverty_delta_10_14
E01020615,County Durham 005B,7563.00,5,10,5,0,-0.5
E01020616,County Durham 005C,16182.00,20,10,5,-0.75,-0.5
E01020617,County Durham 005D,13711.00,15,10,15,0,0.5
E01020618,County Durham 011F,6649.00,15,10,15,0,0.5
E01020619,County Durham 019C,12757.00,5,5,15,2,2
E01020620,County Durham 019D,11235.00,10,5,10,0,1
E01020621,County Durham 019E,7163.00,10,10,25,1.5,1.5
E01020622,County Durham 002C,18559.00,0,5,5,0,0
E01020623,County Durham 002D,6799.00,0,5,5,0,0
E01020624,County Durham 009A,12245.00,5,10,10,1,0
E01020625,County Durham 009B,5867.00,5,10,20,3,1
E01020626,County Durham 006A,14063.00,5,10,15,2,0.5
E01020627,County Durham 003A,7778.00,5,10,10,1,0
E01020628,County Durham 003B,15506.00,10,15,5,-0.5,-0.666666667
E01020629,County Durham 003C,14842.00,10,15,10,0,-0.333333333
E01020630,County Durham 014A,12834.00,5,10,10,1,0
E01020631,County Durham 014B,6375.00,0,5,5,0,0
E01020632,County Durham 010A,11858.00,0,10,5,0,-0.5
E01020633,County Durham 020A,11945.00,5,10,15,2,0.5
E01020634,County Durham 001A,19764.00,5,10,10,1,0
E01020635,County Durham 001B,6739.00,5,0,0,-1,0
E01020636,County Durham 001C,6305.00,15,5,15,0,2
E01020637,County Durham 014C,8446.00,0,0,5,0,0
E01020638,County Durham 006B,16349.00,10,5,15,0.5,2
E01020639,County Durham 006C,7123.00,5,15,20,3,0.333333333
E01020640,County Durham 010B,9313.00,0,5,5,0,0
E01020641,County Durham 010C,14379.00,10,5,20,1,3
E01020642,County Durham 010D,13735.00,5,5,10,1,1
E01020643,County Durham 010E,8796.00,5,15,15,2,0
E01020644,County Durham 014D,11422.00,15,20,15,0,-0.25
E01020645,County Durham 014E,12052.00,25,10,20,-0.2,1
E01020646,County Durham 024A,5773.00,5,15,5,0,-0.666666667
E01020647,County Durham 008A,19724.00,20,20,20,0,0
E01020648,County Durham 008B,6575.00,15,15,20,0.333333333,0.333333333
E01020649,County Durham 008C,16809.00,10,10,15,0.5,0.5
E01020650,County Durham 012A,7711.00,15,10,20,0.333333333,1
E01020651,County Durham 012B,5566.00,10,15,5,-0.5,-0.666666667
E01020652,County Durham 012C,5424.00,10,5,10,0,1
E01020653,County Durham 006D,12896.00,5,10,10,1,0
E01020654,County Durham 001D,5042.00,10,10,10,0,0
E01020655,County Durham 003D,7632.00,0,5,0,0,-1
E01020656,County Durham 003E,6193.00,0,10,10,0,0
E01020657,County Durham 003F,11538.00,0,5,5,0,0
E01020658,County Durham 024B,19308.00,15,15,15,0,0
E01020659,County Durham 024C,17336.00,5,5,5,0,0
E01020660,County Durham 024D,19127.00,15,5,0,-1,-1
E01020661,County Durham 004A,12107.00,10,10,10,0,0
E01020662,County Durham 004B,13333.00,10,20,20,1,0
E01020663,County Durham 004C,12276.00,5,5,5,0,0
E01020664,County Durham 020B,16709.00,0,0,0,0,0
E01020665,County Durham 020C,12751.00,5,10,15,2,0.5
E01020666,County Durham 020D,17725.00,5,5,0,-1,-1
E01020667,County Durham 010F,15840.00,10,5,5,-0.5,0
E01020668,County Durham 012D,18130.00,5,15,10,1,-0.333333333
E01020669,County Durham 012E,7522.00,10,15,15,0.5,0
E01020670,County Durham 009C,9334.00,10,15,5,-0.5,-0.666666667
E01020671,County Durham 009D,5482.00,10,15,10,0,-0.333333333
E01020672,County Durham 009E,17766.00,10,10,5,-0.5,-0.5
E01020673,County Durham 008D,10888.00,10,5,5,-0.5,0
E01020674,County Durham 004D,11086.00,5,15,10,1,-0.333333333
E01020675,County Durham 008E,12912.00,15,5,10,-0.333333333,1
E01020676,County Durham 001E,12394.00,5,5,5,0,0
E01020677,County Durham 006E,7626.00,5,10,15,2,0.5
E01020678,County Durham 004E,18452.00,15,5,5,-0.666666667,0
E01020679,County Durham 026A,6535.00,10,10,20,1,1
E01020680,County Durham 026B,8495.00,5,5,10,1,1
E01020681,County Durham 026C,6157.00,25,15,15,-0.4,0
E01020682,County Durham 028A,16852.00,5,5,10,1,1
E01020683,County Durham 028B,13631.00,10,0,0,-1,0
E01020684,County Durham 033A,13926.00,15,15,10,-0.333333333,-0.333333333
E01020685,County Durham 038A,18620.00,5,0,5,0,0
E01020686,County Durham 038B,5030.00,5,10,5,0,-0.5
E01020687,County Durham 038C,18611.00,5,0,5,0,0
E01020688,County Durham 038D,8256.00,10,10,5,-0.5,-0.5
E01020689,County Durham 038E,17012.00,15,15,25,0.666666667,0.666666667
E01020690,County Durham 028C,18887.00,5,10,15,2,0.5
E01020691,County Durham 028D,13077.00,5,5,5,0,0
E01020692,County Durham 028E,18601.00,0,0,5,0,0
E01020693,County Durham 029A,9012.00,10,5,0,-1,-1
E01020694,County Durham 041A,19963.00,5,10,20,3,1
E01020695,County Durham 044A,17433.00,5,15,5,0,-0.666666667
E01020696,County Durham 041B,19056.00,5,10,10,1,0
E01020697,County Durham 041C,18484.00,15,5,10,-0.333333333,1
E01020698,County Durham 044B,7040.00,5,5,5,0,0
E01020699,County Durham 044C,6920.00,15,20,15,0,-0.25
E01020700,County Durham 044D,5178.00,15,15,15,0,0
E01020701,County Durham 044E,19733.00,5,0,5,0,0
E01020702,County Durham 033B,17626.00,0,5,5,0,0
E01020703,County Durham 030A,15257.00,15,5,0,-1,-1
E01020704,County Durham 033C,11742.00,5,5,0,-1,-1
E01020705,County Durham 031A,5487.00,20,10,10,-0.5,0
E01020706,County Durham 031B,11688.00,5,10,5,0,-0.5
E01020708,County Durham 023A,18266.00,0,5,0,0,-1
E01020709,County Durham 022A,9895.00,0,5,0,0,-1
E01020710,County Durham 023B,18972.00,5,0,5,0,0
E01020711,County Durham 023C,11479.00,10,10,5,-0.5,-0.5
E01020712,County Durham 033D,19211.00,0,0,0,0,0
E01020713,County Durham 033E,11706.00,10,5,0,-1,-1
E01020714,County Durham 026D,17227.00,5,5,5,0,0
E01020715,County Durham 031C,11943.00,10,10,10,0,0
E01020716,County Durham 026E,6959.00,20,15,30,0.5,1
E01020717,County Durham 022B,7595.00,5,0,0,-1,0
E01020718,County Durham 022C,16345.00,0,0,0,0,0
E01020719,County Durham 022D,11813.00,5,0,0,-1,0
E01020720,County Durham 023D,7363.00,0,5,0,0,-1
E01020721,County Durham 022E,9431.00,5,5,5,0,0
E01020722,County Durham 029B,6995.00,15,30,15,0,-0.5
E01020723,County Durham 029C,14685.00,5,10,5,0,-0.5
E01020724,County Durham 029D,18303.00,25,30,25,0,-0.166666667
E01020725,County Durham 027A,8847.00,10,0,5,-0.5,0
E01020726,County Durham 027B,10064.00,0,0,5,0,0
E01020727,County Durham 027C,6306.00,10,10,10,0,0
E01020729,County Durham 027D,11187.00,15,20,20,0.333333333,0
E01020730,County Durham 027E,10934.00,10,15,5,-0.5,-0.666666667
E01020731,County Durham 027F,12416.00,10,10,0,-1,-1
E01020732,County Durham 041D,9948.00,10,0,0,-1,0
E01020733,County Durham 035A,11877.00,15,15,15,0,0
E01020734,County Durham 035B,14407.00,10,10,20,1,1
E01020735,County Durham 035C,15097.00,5,10,5,0,-0.5
E01020736,County Durham 039A,14543.00,30,15,10,-0.666666667,-0.333333333
E01020737,County Durham 039B,13935.00,5,5,10,1,1
E01020738,County Durham 039C,16317.00,5,10,5,0,-0.5
E01020739,County Durham 039D,15524.00,10,5,10,0,1
E01020740,County Durham 017A,13342.00,10,10,10,0,0
E01020741,County Durham 017B,16672.00,5,5,5,0,0
E01020742,County Durham 017C,11477.00,10,10,10,0,0
E01020743,County Durham 018A,6865.00,25,10,20,-0.2,1
E01020744,County Durham 039E,6353.00,5,5,5,0,0
E01020745,County Durham 032A,13381.00,15,15,10,-0.333333333,-0.333333333
E01020746,County Durham 037A,10695.00,10,5,5,-0.5,0
E01020747,County Durham 018B,17981.00,5,15,15,2,0
E01020748,County Durham 018C,5223.00,25,20,5,-0.8,-0.75
E01020749,County Durham 018D,6736.00,0,10,5,0,-0.5
E01020750,County Durham 016A,17790.00,0,5,0,0,-1
E01020751,County Durham 025A,9607.00,15,25,25,0.666666667,0
E01020752,County Durham 025B,10364.00,15,5,5,-0.666666667,0
E01020753,County Durham 032B,18636.00,25,15,15,-0.4,0
E01020754,County Durham 025C,12720.00,5,10,5,0,-0.5
E01020756,County Durham 025D,10592.00,5,5,5,0,0
E01020757,County Durham 032C,18797.00,30,20,20,-0.333333333,0
E01020758,County Durham 032D,17084.00,25,15,15,-0.4,0
E01020759,County Durham 032E,19081.00,30,20,15,-0.5,-0.25
E01020760,County Durham 034A,17944.00,5,0,5,0,0
E01020761,County Durham 034B,5548.00,20,10,20,0,1
E01020762,County Durham 034C,19415.00,15,25,25,0.666666667,0
E01020763,County Durham 034D,5385.00,10,20,15,0.5,-0.25
E01020764,County Durham 036A,17667.00,20,15,10,-0.5,-0.333333333
E01020765,County Durham 032F,19070.00,25,20,20,-0.2,0
E01020766,County Durham 036B,11858.00,10,15,20,1,0.333333333
E01020767,County Durham 036C,17293.00,20,35,20,0,-0.428571429
E01020768,County Durham 036D,18228.00,10,10,25,1.5,1.5
E01020769,County Durham 037B,15869.00,15,10,10,-0.333333333,0
E01020770,County Durham 035D,17997.00,15,5,10,-0.333333333,1
E01020771,County Durham 035E,7199.00,15,10,20,0.333333333,1
E01020772,County Durham 043A,16545.00,10,10,10,0,0
E01020773,County Durham 018E,7368.00,20,10,5,-0.75,-0.5
E01020775,County Durham 018F,12067.00,20,15,15,-0.25,0
E01020776,County Durham 021C,16464.00,5,0,5,0,0
E01020777,County Durham 037C,18819.00,25,25,25,0,0
E01020778,County Durham 037D,17475.00,0,5,5,0,0
E01020779,County Durham 037E,18158.00,0,0,5,0,0
E01020780,County Durham 035F,18224.00,5,5,5,0,0
E01020781,County Durham 016B,9616.00,5,5,0,-1,-1
E01020782,County Durham 017D,17776.00,0,5,5,0,0
E01020783,County Durham 017E,12621.00,5,5,5,0,0
E01020784,County Durham 017F,10004.00,5,20,10,1,-0.5
E01020786,County Durham 016D,14815.00,5,5,5,0,0
E01020787,County Durham 016E,5299.00,15,10,10,-0.333333333,0
E01020788,County Durham 040A,10029.00,20,10,5,-0.75,-0.5
E01020789,County Durham 040B,10794.00,10,5,15,0.5,2
E01020790,County Durham 040C,12584.00,15,15,10,-0.333333333,-0.333333333
E01020791,County Durham 040D,7473.00,15,10,15,0,0.5
E01020792,County Durham 040E,14668.00,10,20,10,0,-0.5
E01020793,County Durham 043B,9243.00,10,15,20,1,0.333333333
E01020794,County Durham 043C,18150.00,10,10,10,0,0
E01020795,County Durham 043D,16955.00,15,15,15,0,0
E01020796,County Durham 054A,19839.00,0,10,5,0,-0.5
E01020797,County Durham 050A,18315.00,20,30,25,0.25,-0.166666667
E01020798,County Durham 050B,14085.00,0,5,5,0,0
E01020799,County Durham 050C,14276.00,10,15,15,0.5,0
E01020801,County Durham 059A,10093.00,15,15,10,-0.333333333,-0.333333333
E01020802,County Durham 059B,19319.00,15,5,10,-0.333333333,1
E01020803,County Durham 053B,14661.00,15,20,15,0,-0.25
E01020805,County Durham 053D,17190.00,15,15,20,0.333333333,0.333333333
E01020806,County Durham 049A,12795.00,10,10,15,0.5,0.5
E01020807,County Durham 049B,19276.00,40,20,5,-0.875,-0.75
E01020808,County Durham 050D,8862.00,5,5,0,-1,-1
E01020809,County Durham 048A,16053.00,10,20,15,0.5,-0.25
E01020810,County Durham 048B,8563.00,20,10,5,-0.75,-0.5
E01020811,County Durham 048C,18306.00,20,5,0,-1,-1
E01020812,County Durham 048D,19984.00,10,10,0,-1,-1
E01020813,County Durham 060A,15849.00,5,5,15,2,2
E01020814,County Durham 060B,9393.00,5,5,5,0,0
E01020815,County Durham 060C,18081.00,0,0,10,0,0
E01020816,County Durham 061A,10695.00,30,25,25,-0.166666667,0
E01020817,County Durham 047A,14283.00,10,0,0,-1,0
E01020818,County Durham 047B,15479.00,5,5,10,1,1
E01020819,County Durham 047C,9504.00,15,10,15,0,0.5
E01020820,County Durham 049C,16613.00,15,15,15,0,0
E01020821,County Durham 052A,14137.00,10,5,0,-1,-1
E01020822,County Durham 052B,19148.00,10,10,15,0.5,0.5
E01020823,County Durham 052C,9597.00,15,25,15,0,-0.4
E01020824,County Durham 063A,18560.00,10,15,10,0,-0.333333333
E01020825,County Durham 062A,13180.00,15,10,15,0,0.5
E01020826,County Durham 063B,12409.00,10,15,10,0,-0.333333333
E01020827,County Durham 048E,14726.00,10,25,25,1.5,0
E01020828,County Durham 054B,12850.00,5,5,5,0,0
E01020829,County Durham 054C,8400.00,5,0,0,-1,0
E01020830,County Durham 054D,6094.00,5,5,10,1,1
E01020831,County Durham 062B,13182.00,5,15,10,1,-0.333333333
E01020832,County Durham 063C,14056.00,0,5,5,0,0
E01020833,County Durham 062C,9489.00,0,5,0,0,-1
E01020834,County Durham 062D,19896.00,15,5,5,-0.666666667,0
E01020835,County Durham 052D,7309.00,5,10,10,1,0
E01020836,County Durham 052E,12825.00,25,15,15,-0.4,0
E01020837,County Durham 047D,11785.00,0,10,5,0,-0.5
E01020838,County Durham 059C,14290.00,20,20,15,-0.25,-0.25
E01020839,County Durham 059D,7034.00,10,10,10,0,0
E01020840,County Durham 059E,16396.00,10,20,10,0,-0.5
E01020841,County Durham 059F,8563.00,20,20,25,0.25,0.25
E01020842,County Durham 049D,18255.00,30,15,25,-0.166666667,0.666666667
E01020843,County Durham 047E,9614.00,5,15,0,-1,-1
E01020844,County Durham 061B,12006.00,15,25,20,0.333333333,-0.2
E01020845,County Durham 063D,16230.00,15,10,15,0,0.5
E01020846,County Durham 063E,16424.00,5,10,5,0,-0.5
E01020847,County Durham 061C,7152.00,15,10,20,0.333333333,1
E01020848,County Durham 060D,5739.00,5,10,10,1,0
E01020849,County Durham 061D,13540.00,20,15,10,-0.5,-0.333333333
E01020850,County Durham 060E,8172.00,5,5,10,1,1
E01020851,County Durham 060F,10835.00,0,0,0,0,0
E01020852,County Durham 066A,9430.00,10,0,5,-0.5,0
E01020853,County Durham 066B,14084.00,5,5,5,0,0
E01020854,County Durham 066C,6665.00,10,5,15,0.5,2
E01020855,County Durham 066D,14872.00,5,15,10,1,-0.333333333
E01020856,County Durham 064A,16082.00,5,5,10,1,1
E01020857,County Durham 065A,7660.00,0,5,0,0,-1
E01020858,County Durham 064B,6238.00,5,0,5,0,0
E01020859,County Durham 064C,6346.00,5,0,0,-1,0
E01020860,County Durham 064D,18173.00,10,20,10,0,-0.5
E01020861,County Durham 064E,6907.00,0,5,0,0,-1
E01020862,County Durham 064F,19671.00,10,10,5,-0.5,-0.5
E01020863,County Durham 065B,15887.00,10,10,5,-0.5,-0.5
E01020864,County Durham 064G,11250.00,5,10,5,0,-0.5
E01020865,County Durham 065C,10963.00,5,0,0,-1,0
E01020866,County Durham 065D,9333.00,10,0,5,-0.5,0
E01020867,County Durham 064H,10919.00,20,5,5,-0.75,0
E01020868,County Durham 055A,15285.00,5,5,10,1,1
E01020869,County Durham 055B,10325.00,10,10,5,-0.5,-0.5
E01020870,County Durham 056A,16411.00,0,0,5,0,0
E01020871,County Durham 056B,15466.00,10,5,10,0,1
E01020872,County Durham 056C,10711.00,10,10,10,0,0
E01020873,County Durham 051A,12138.00,15,15,15,0,0
E01020874,County Durham 055C,12990.00,5,5,15,2,2
E01020875,County Durham 051B,7994.00,15,0,5,-0.666666667,0
E01020876,County Durham 045A,10560.00,15,5,10,-0.333333333,1
E01020877,County Durham 046A,18609.00,5,15,5,0,-0.666666667
E01020878,County Durham 045B,7924.00,30,10,15,-0.5,0.5
E01020879,County Durham 046B,14880.00,5,5,0,-1,-1
E01020880,County Durham 055D,17916.00,25,15,15,-0.4,0
E01020881,County Durham 055E,13937.00,0,0,0,0,0
E01020882,County Durham 057A,9656.00,0,5,5,0,0
E01020883,County Durham 056D,10206.00,5,5,5,0,0
E01020884,County Durham 058A,7193.00,5,5,5,0,0
E01020885,County Durham 058B,18822.00,5,10,10,1,0
E01020886,County Durham 056E,17320.00,10,5,5,-0.5,0
E01020887,County Durham 045C,17297.00,10,5,5,-0.5,0
E01020888,County Durham 057B,13085.00,10,10,10,0,0
E01020889,County Durham 042A,16362.00,0,5,5,0,0
E01020890,County Durham 042B,10957.00,0,10,5,0,-0.5
E01020891,County Durham 042C,14656.00,5,5,5,0,0
E01020892,County Durham 045D,9552.00,0,5,5,0,0
E01020893,County Durham 046C,11725.00,10,10,5,-0.5,-0.5
E01020894,County Durham 045E,17660.00,10,5,5,-0.5,0
E01020895,County Durham 057C,10246.00,5,5,10,1,1
E01020896,County Durham 057D,5044.00,0,15,15,0,0
E01020897,County Durham 057E,15284.00,25,25,15,-0.4,-0.4
E01020898,County Durham 045F,9795.00,35,15,10,-0.714285714,-0.333333333
E01020899,County Durham 046D,14039.00,5,5,0,-1,-1
E01020900,County Durham 051C,7098.00,5,5,10,1,1
E01020901,County Durham 051D,18091.00,20,15,10,-0.5,-0.333333333
E01020902,County Durham 051E,8188.00,20,15,20,0,0.333333333
E01020903,County Durham 046E,17740.00,10,5,10,0,1
E01020904,County Durham 046F,7206.00,10,15,20,1,0.333333333
E01020905,County Durham 042D,5336.00,5,15,5,0,-0.666666667
E01020906,County Durham 042E,15730.00,5,0,0,-1,0
E01020907,County Durham 058C,11052.00,25,15,10,-0.6,-0.333333333
E01020908,County Durham 058D,11383.00,20,15,15,-0.25,0
E01020909,County Durham 058E,15636.00,15,10,15,0,0.5
E01027356,Northumberland 004A,17756.00,5,5,5,0,0
E01027357,Northumberland 004B,16131.00,5,0,5,0,0
E01027358,Northumberland 005A,13096.00,5,10,10,1,0
E01027359,Northumberland 005B,11061.00,20,20,15,-0.25,-0.25
E01027361,Northumberland 006A,5677.00,15,30,10,-0.333333333,-0.666666667
E01027362,Northumberland 006B,19009.00,15,10,5,-0.666666667,-0.5
E01027363,Northumberland 006C,8574.00,5,15,10,1,-0.333333333
E01027364,Northumberland 006D,12095.00,10,10,10,0,0
E01027365,Northumberland 007A,19526.00,0,5,0,0,-1
E01027366,Northumberland 004C,15452.00,5,5,5,0,0
E01027367,Northumberland 004D,12120.00,0,0,5,0,0
E01027368,Northumberland 007B,8924.00,5,0,5,0,0
E01027369,Northumberland 007C,6241.00,5,0,0,-1,0
E01027370,Northumberland 006E,19921.00,15,10,5,-0.666666667,-0.5
E01027371,Northumberland 006F,12051.00,15,5,10,-0.333333333,1
E01027372,Northumberland 006G,13410.00,5,10,10,1,0
E01027373,Northumberland 007D,12046.00,10,5,5,-0.5,0
E01027374,Northumberland 003A,14689.00,5,10,5,0,-0.5
E01027375,Northumberland 003B,10153.00,5,10,0,-1,-1
E01027376,Northumberland 001A,12755.00,5,5,10,1,1
E01027377,Northumberland 001B,6255.00,5,5,5,0,0
E01027378,Northumberland 002A,14468.00,5,0,0,-1,0
E01027379,Northumberland 002B,17066.00,0,5,0,0,-1
E01027380,Northumberland 002C,14001.00,5,10,5,0,-0.5
E01027381,Northumberland 003C,5406.00,5,0,5,0,0
E01027382,Northumberland 002D,15247.00,0,0,5,0,0
E01027383,Northumberland 003D,8400.00,0,0,0,0,0
E01027384,Northumberland 003E,9960.00,0,0,5,0,0
E01027385,Northumberland 001C,16595.00,5,5,5,0,0
E01027386,Northumberland 002E,16281.00,5,10,10,1,0
E01027387,Northumberland 001D,5174.00,5,5,10,1,1
E01027388,Northumberland 001E,7600.00,15,10,15,0,0.5
E01027389,Northumberland 001F,6113.00,10,5,15,0.5,2
E01027390,Northumberland 003F,5308.00,10,5,5,-0.5,0
E01027391,Northumberland 024A,7961.00,10,10,5,-0.5,-0.5
E01027392,Northumberland 022A,18784.00,20,15,10,-0.5,-0.333333333
E01027393,Northumberland 022B,16721.00,20,15,15,-0.25,0
E01027394,Northumberland 031A,14452.00,10,5,10,0,1
E01027395,Northumberland 028A,17764.00,5,10,5,0,-0.5
E01027396,Northumberland 028B,16168.00,15,10,10,-0.333333333,0
E01027397,Northumberland 028C,10626.00,20,15,15,-0.25,0
E01027398,Northumberland 029A,10489.00,35,15,10,-0.714285714,-0.333333333
E01027399,Northumberland 028D,6329.00,0,5,5,0,0
E01027400,Northumberland 027A,6330.00,5,0,0,-1,0
E01027401,Northumberland 027B,15932.00,0,5,5,0,0
E01027402,Northumberland 027C,8775.00,0,0,0,0,0
E01027403,Northumberland 027D,10326.00,5,0,5,0,0
E01027404,Northumberland 028E,10669.00,0,5,0,0,-1
E01027405,Northumberland 028F,16998.00,5,5,5,0,0
E01027406,Northumberland 031B,9189.00,0,0,0,0,0
E01027407,Northumberland 031C,9795.00,5,0,0,-1,0
E01027408,Northumberland 031D,14474.00,5,5,5,0,0
E01027409,Northumberland 029B,15035.00,5,0,5,0,0
E01027410,Northumberland 031E,19670.00,0,5,5,0,0
E01027411,Northumberland 029C,14643.00,5,0,10,1,0
E01027412,Northumberland 029D,5106.00,20,15,20,0,0.333333333
E01027413,Northumberland 029E,5027.00,10,10,10,0,0
E01027414,Northumberland 023A,5357.00,10,15,5,-0.5,-0.666666667
E01027415,Northumberland 023B,13363.00,20,10,10,-0.5,0
E01027416,Northumberland 022C,6389.00,30,20,30,0,0.5
E01027417,Northumberland 030A,11921.00,5,5,5,0,0
E01027418,Northumberland 030B,10732.00,0,5,5,0,0
E01027419,Northumberland 030C,15758.00,10,5,0,-1,-1
E01027420,Northumberland 030D,17498.00,10,5,0,-1,-1
E01027421,Northumberland 030E,6683.00,0,5,5,0,0
E01027422,Northumberland 024B,19179.00,20,15,5,-0.75,-0.666666667
E01027423,Northumberland 024C,11553.00,10,5,5,-0.5,0
E01027424,Northumberland 022D,10236.00,20,20,15,-0.25,-0.25
E01027425,Northumberland 025A,16183.00,5,0,0,-1,0
E01027426,Northumberland 025B,19743.00,20,10,20,0,1
E01027427,Northumberland 025C,12862.00,10,15,10,0,-0.333333333
E01027428,Northumberland 025D,8363.00,5,5,5,0,0
E01027429,Northumberland 024D,7016.00,10,15,5,-0.5,-0.666666667
E01027430,Northumberland 024E,18580.00,15,0,15,0,0
E01027431,Northumberland 023C,6002.00,10,10,10,0,0
E01027432,Northumberland 032A,15535.00,10,10,5,-0.5,-0.5
E01027433,Northumberland 032B,13553.00,10,20,15,0.5,-0.25
E01027434,Northumberland 032C,12052.00,5,5,0,-1,-1
E01027435,Northumberland 032D,17473.00,5,15,5,0,-0.666666667
E01027436,Northumberland 032E,9398.00,10,10,5,-0.5,-0.5
E01027437,Northumberland 026A,16088.00,0,5,5,0,0
E01027438,Northumberland 026B,16956.00,5,10,5,0,-0.5
E01027439,Northumberland 026C,5535.00,0,0,0,0,0
E01027440,Northumberland 026D,18030.00,5,0,0,-1,0
E01027441,Northumberland 023D,6959.00,5,10,5,0,-0.5
E01027442,Northumberland 023E,18318.00,0,0,5,0,0
E01027443,Northumberland 008A,8639.00,10,15,10,0,-0.333333333
E01027444,Northumberland 008B,14927.00,0,5,0,0,-1
E01027445,Northumberland 008C,18634.00,5,10,5,0,-0.5
E01027446,Northumberland 008D,19375.00,0,0,0,0,0
E01027447,Northumberland 015A,13882.00,10,10,5,-0.5,-0.5
E01027448,Northumberland 015B,19791.00,15,5,0,-1,-1
E01027449,Northumberland 034A,18711.00,0,5,5,0,0
E01027450,Northumberland 015C,18984.00,5,0,5,0,0
E01027451,Northumberland 008E,19474.00,10,15,15,0.5,0
E01027452,Northumberland 016A,11907.00,10,10,10,0,0
E01027453,Northumberland 016B,18957.00,5,0,0,-1,0
E01027455,Northumberland 018A,14549.00,5,0,0,-1,0
E01027456,Northumberland 018B,7493.00,0,0,0,0,0
E01027457,Northumberland 011A,9141.00,5,0,0,-1,0
E01027458,Northumberland 018C,11060.00,0,0,0,0,0
E01027460,Northumberland 018D,10099.00,5,5,0,-1,-1
E01027461,Northumberland 016E,7090.00,15,15,10,-0.333333333,-0.333333333
E01027462,Northumberland 011B,5239.00,10,15,10,0,-0.333333333
E01027463,Northumberland 011C,7838.00,10,10,5,-0.5,-0.5
E01027464,Northumberland 033A,7670.00,5,5,5,0,0
E01027465,Northumberland 033B,13935.00,10,5,0,-1,-1
E01027466,Northumberland 033C,5706.00,10,10,15,0.5,0.5
E01027468,Northumberland 034B,18982.00,0,5,5,0,0
E01027469,Northumberland 034C,10244.00,5,0,5,0,0
E01027471,Northumberland 034D,6456.00,10,5,5,-0.5,0
E01027472,Northumberland 034E,7578.00,5,5,5,0,0
E01027473,Northumberland 015D,9652.00,0,10,0,0,-1
E01027474,Northumberland 008F,16025.00,5,10,10,1,0
E01027475,Northumberland 008G,8845.00,5,5,5,0,0
E01027476,Northumberland 035A,8364.00,5,10,10,1,0
E01027477,Northumberland 040A,8768.00,0,10,5,0,-0.5
E01027478,Northumberland 040B,10451.00,5,0,0,-1,0
E01027479,Northumberland 019A,9682.00,5,0,10,1,0
E01027480,Northumberland 019B,9895.00,5,5,0,-1,-1
E01027481,Northumberland 039A,13785.00,5,0,5,0,0
E01027482,Northumberland 039B,5360.00,0,0,5,0,0
E01027483,Northumberland 036A,13192.00,5,5,5,0,0
E01027484,Northumberland 037A,8137.00,5,5,10,1,1
E01027485,Northumberland 037B,5932.00,15,10,10,-0.333333333,0
E01027486,Northumberland 037C,19298.00,15,5,10,-0.333333333,1
E01027487,Northumberland 037D,11837.00,5,5,0,-1,-1
E01027488,Northumberland 040C,7486.00,5,10,5,0,-0.5
E01027489,Northumberland 035B,10039.00,5,10,10,1,0
E01027490,Northumberland 035C,6559.00,10,10,10,0,0
E01027491,Northumberland 035D,14866.00,0,5,5,0,0
E01027492,Northumberland 035E,12630.00,5,5,5,0,0
E01027493,Northumberland 035F,9782.00,5,15,20,3,0.333333333
E01027494,Northumberland 035G,16357.00,0,5,5,0,0
E01027495,Northumberland 040D,11920.00,0,10,5,0,-0.5
E01027496,Northumberland 036B,6509.00,10,10,5,-0.5,-0.5
E01027497,Northumberland 038A,18189.00,15,20,15,0,-0.25
E01027498,Northumberland 038B,10709.00,15,15,10,-0.333333333,-0.333333333
E01027499,Northumberland 038C,17230.00,5,0,5,0,0
E01027500,Northumberland 038D,10705.00,10,15,20,1,0.333333333
E01027501,Northumberland 038E,19328.00,5,5,0,-1,-1
E01027502,Northumberland 038F,9379.00,5,0,5,0,0
E01027503,Northumberland 019C,19382.00,5,5,5,0,0
E01027504,Northumberland 039C,9574.00,5,0,0,-1,0
E01027505,Northumberland 040E,8146.00,5,0,5,0,0
E01027506,Northumberland 039D,8254.00,0,5,0,0,-1
E01027507,Northumberland 039E,7101.00,0,5,0,0,-1
E01027508,Northumberland 036C,6881.00,5,5,0,-1,-1
E01027509,Northumberland 039F,13850.00,0,0,0,0,0
E01027510,Northumberland 040F,17263.00,0,5,5,0,0
E01027511,Northumberland 019D,14082.00,0,0,5,0,0
E01027512,Northumberland 037E,8093.00,0,5,5,0,0
E01027513,Northumberland 036D,17582.00,5,0,0,-1,0
E01027514,Northumberland 021A,10261.00,5,0,0,-1,0
E01027515,Northumberland 020A,11065.00,5,10,10,1,0
E01027516,Northumberland 021B,12447.00,0,0,5,0,0
E01027517,Northumberland 020B,9063.00,5,5,5,0,0
E01027518,Northumberland 020C,19149.00,30,10,20,-0.333333333,1
E01027519,Northumberland 020D,12878.00,10,10,15,0.5,0.5
E01027520,Northumberland 021C,5220.00,0,5,10,0,1
E01027521,Northumberland 021D,6915.00,0,0,0,0,0
E01027522,Northumberland 021E,6944.00,10,15,10,0,-0.333333333
E01027523,Northumberland 021F,16433.00,5,10,15,2,0.5
E01027524,Northumberland 012A,9861.00,15,5,5,-0.666666667,0
E01027525,Northumberland 012B,18814.00,10,5,10,0,1
E01027526,Northumberland 012C,16671.00,5,0,0,-1,0
